Gene_acc,Gene_id,logFC,log_AveExpr,FDR,Desc
0,Tb927.5.4450,-0.059519697416593687,14.539189741473308,0.1276104375999609,"hypothetical protein, conserved"
1,Tb927.5.4460,-0.062440392058896066,22.317917822090592,1.4986377318496127,"major vault protein, putative"
2,Tb927.5.4470,-0.11839200844336517,18.107589774330684,1.3812900032913131,"hypothetical protein, conserved"
3,Tb927.5.4480,-0.02330014148553161,20.589484027710867,0.23910269133454023,"paraflagellar rod component par4, putative"
4,Tb927.5.4500,0.03396484177524428,21.63425130004883,0.41017516530374515,"ras-like small GTPase, putative"
5,Tb927.5.4520,-0.11707125149091979,16.812313904314923,1.2655649268975093,Kinetochore interacting protein 1
6,Tb927.5.4360,-0.15839095701599604,16.794566436994668,1.6359678243109363,"hypothetical protein, conserved"
7,Tb927.5.4560,0.025450781561573876,22.04503790499704,0.33351292950463385,"guanine deaminase, putative"
8,Tb05.5K5.210,-0.10718092257395995,15.760866271866385,0.4541064454567736,hypothetical protein
9,Tb927.5.4380,-0.020145491677187266,20.57540137464387,0.2198070458103941,Kinetoplastid-specific Protein Phosphatase 1
10,Tb927.5.4390,0.16049838886130807,16.062885074808637,1.0502566182188957,"hypothetical protein, conserved"
11,Tb927.5.4400,0.018410993119406527,16.431766664273088,0.0895170262473921,"hypothetical protein, conserved"
12,Tb927.5.4410,-0.23728021265829824,17.06701575121479,2.711881905514259,"hypothetical protein, conserved"
13,Tb927.5.4420,-0.1121404852495047,21.155923145487858,1.6843765018658938,"nucleolar RNA helicase II, putative"
14,Tb927.5.4430,-0.06631889659135126,15.499087711036507,0.28971704318325586,"calcium/calmodulin-dependent protein kinase, putative"
15,Tb927.5.4440,-0.28755848608923174,19.471704167022484,4.335735433379443,"dynein light chain, putative"
16,Tb06.3A7.960,-0.06418922245597969,19.819453503570898,0.590409509050546,hypothetical protein
17,Tb09.v4.0013,0.006806553761180112,14.586709967079747,0.03497063767860712,"retrotransposon hot spot (RHS) protein, putative"
18,Tb09.v4.0016,0.1396319483844657,18.209014891419496,2.068792697104204,"expression site- associated gene (ESAG) protein, putative"
19,Tb09.v4.0067,0.22040431072699107,17.81456348167816,0.9780779164760148,"retrotransposon hot spot protein, pseudogene"
